text,start,duration,end,clean_text,tokens,word_count,sentiment,sentiment_num,entities,time_bin
iPhone 17 Pro.,3383.377,2.269,3385.6459999999997,iphone 17 pro.,['iphone'],1,POSITIVE,1,"[('17', 'CARDINAL')]",3360.0
"iPhone 17 Pro is by far
the most advanced iPhone ever,",3389.75,4.738,3394.488,"iphone 17 pro is by far
the most advanced iphone ever,","['iphone', 'pro', 'is', 'by', 'far', 'the', 'most', 'advanced', 'iphone']",9,POSITIVE,1,"[('17', 'CARDINAL')]",3360.0
"featuring a striking new design
and powerful capabilities.",3394.521,4.304,3398.8250000000003,"featuring a striking new design
and powerful capabilities.","['featuring', 'a', 'striking', 'new', 'design', 'and', 'powerful']",7,POSITIVE,1,[],3360.0
"To tell you more, here’s Joz.",3399.159,2.436,3401.5950000000003,"to tell you more, here’s joz.","['to', 'tell', 'you']",3,POSITIVE,1,[],3360.0
♪ “New York” by Addison Rae ♪,3401.929,3.57,3405.4990000000003,♪ “new york” by addison rae ♪,"['by', 'addison', 'rae']",3,POSITIVE,1,"[('new york', 'GPE'), ('addison rae ♪', 'ORG')]",3360.0
"The iPhone 17 Pro design is more
than just a fresh, bold new look.",3427.521,4.638,3432.159,"the iphone 17 pro design is more
than just a fresh, bold new look.","['the', 'iphone', 'pro', 'design', 'is', 'more', 'than', 'just', 'a', 'bold', 'new']",11,POSITIVE,1,"[('17', 'CARDINAL')]",3360.0
"It also delivers a dramatic leap
in performance that makes this",3432.225,3.37,3435.595,"it also delivers a dramatic leap
in performance that makes this","['it', 'also', 'delivers', 'a', 'dramatic', 'leap', 'in', 'performance', 'that', 'makes', 'this']",11,POSITIVE,1,[],3360.0
"the most powerful iPhone ever, by far.",3435.629,3.07,3438.699,"the most powerful iphone ever, by far.","['the', 'most', 'powerful', 'iphone', 'by']",5,POSITIVE,1,[],3360.0
"And it starts with an entirely new
approach to thermal management,",3439.399,3.437,3442.836,"and it starts with an entirely new
approach to thermal management,","['and', 'it', 'starts', 'with', 'an', 'entirely', 'new', 'approach', 'to', 'thermal']",10,POSITIVE,1,[],3360.0
which is critical to system performance.,3442.869,2.403,3445.272,which is critical to system performance.,"['which', 'is', 'critical', 'to', 'system']",5,NEGATIVE,-1,[],3360.0
"We meticulously manage
power and surface temperature",3445.372,3.27,3448.642,"we meticulously manage
power and surface temperature","['we', 'meticulously', 'manage', 'power', 'and', 'surface', 'temperature']",7,POSITIVE,1,[],3360.0
to make sure iPhone 17 Pro,3448.675,2.169,3450.844,to make sure iphone 17 pro,"['to', 'make', 'sure', 'iphone', 'pro']",5,POSITIVE,1,"[('17', 'CARDINAL')]",3360.0
"and iPhone 17 Pro Max always deliver
exceptional performance,",3450.844,4.138,3454.982,"and iphone 17 pro max always deliver
exceptional performance,","['and', 'iphone', 'pro', 'max', 'always', 'deliver', 'exceptional']",7,POSITIVE,1,"[('17', 'CARDINAL'), ('max', 'PERSON')]",3360.0
while remaining comfortable to hold.,3455.015,1.969,3456.984,while remaining comfortable to hold.,"['while', 'remaining', 'comfortable', 'to']",4,POSITIVE,1,[],3360.0
"At the heart of the new thermal management
system is an Apple-designed vapor chamber.",3457.317,4.338,3461.655,"at the heart of the new thermal management
system is an apple-designed vapor chamber.","['at', 'the', 'heart', 'of', 'the', 'new', 'thermal', 'management', 'system', 'is', 'an', 'vapor']",12,NEGATIVE,-1,[],3360.0
"De-ionized water is sealed inside
the vapor chamber,",3461.922,2.936,3464.858,"de-ionized water is sealed inside
the vapor chamber,","['water', 'is', 'sealed', 'inside', 'the', 'vapor']",6,NEGATIVE,-1,[],3360.0
"which is laser-welded
into the aluminum chassis.",3465.425,3.137,3468.5620000000004,"which is laser-welded
into the aluminum chassis.","['which', 'is', 'into', 'the', 'aluminum']",5,NEGATIVE,-1,[],3360.0
"This efficiently moves heat
away from the components,",3469.096,2.936,3472.032,"this efficiently moves heat
away from the components,","['this', 'efficiently', 'moves', 'heat', 'away', 'from', 'the']",7,POSITIVE,1,[],3360.0
allowing for higher sustained performance.,3473.5,2.569,3476.069,allowing for higher sustained performance.,"['allowing', 'for', 'higher', 'sustained']",4,POSITIVE,1,[],3360.0
"The vapor chamber directs heat
strategically through the system,",3477.704,3.37,3481.074,"the vapor chamber directs heat
strategically through the system,","['the', 'vapor', 'chamber', 'directs', 'heat', 'strategically', 'through', 'the']",8,POSITIVE,1,[],3360.0
"where it is efficiently dissipated and
released by the forged aluminum unibody.",3481.208,4.971,3486.179,"where it is efficiently dissipated and
released by the forged aluminum unibody.","['where', 'it', 'is', 'efficiently', 'dissipated', 'and', 'released', 'by', 'the', 'forged', 'aluminum']",11,NEGATIVE,-1,[],3480.0
"We used an Apple-designed
aerospace-grade aluminum alloy",3486.313,3.937,3490.25,"we used an apple-designed
aerospace-grade aluminum alloy","['we', 'used', 'an', 'aluminum', 'alloy']",5,NEGATIVE,-1,[],3480.0
"for its superior thermal conductivity,
which is 20 times greater",3490.283,3.971,3494.254,"for its superior thermal conductivity,
which is 20 times greater","['for', 'its', 'superior', 'thermal', 'which', 'is', 'times', 'greater']",8,POSITIVE,1,"[('20', 'CARDINAL')]",3480.0
than the titanium we previously used.,3494.287,2.103,3496.39,than the titanium we previously used.,"['than', 'the', 'titanium', 'we', 'previously']",5,POSITIVE,1,[],3480.0
"This proprietary alloy is
also significantly lighter.",3496.423,3.337,3499.7599999999998,"this proprietary alloy is
also significantly lighter.","['this', 'proprietary', 'alloy', 'is', 'also', 'significantly']",6,POSITIVE,1,[],3480.0
"As a result, it was the perfect choice
for achieving this new design",3499.76,4.104,3503.864,"as a result, it was the perfect choice
for achieving this new design","['as', 'a', 'it', 'was', 'the', 'perfect', 'choice', 'for', 'achieving', 'this', 'new', 'design']",12,POSITIVE,1,[],3480.0
"while delivering outstanding
thermal performance",3503.897,2.669,3506.566,"while delivering outstanding
thermal performance","['while', 'delivering', 'outstanding', 'thermal', 'performance']",5,POSITIVE,1,[],3480.0
"in a product that remains
comfortable to hold and use.",3506.566,3.204,3509.77,"in a product that remains
comfortable to hold and use.","['in', 'a', 'product', 'that', 'remains', 'comfortable', 'to', 'hold', 'and']",9,POSITIVE,1,[],3480.0
"And, the aluminum is anodized in
three stunning finishes, a Refined Silver,",3510.07,4.871,3514.9410000000003,"and, the aluminum is anodized in
three stunning finishes, a refined silver,","['the', 'aluminum', 'is', 'anodized', 'in', 'three', 'stunning', 'a', 'refined']",9,POSITIVE,1,"[('three', 'CARDINAL')]",3480.0
"an elegant Deep Blue,",3515.942,1.702,3517.6440000000002,"an elegant deep blue,","['an', 'elegant', 'deep']",3,POSITIVE,1,[],3480.0
"and the bold and eye-catching
Cosmic Orange.",3517.811,2.936,3520.7470000000003,"and the bold and eye-catching
cosmic orange.","['and', 'the', 'bold', 'and', 'cosmic']",5,POSITIVE,1,[],3480.0
"A key element of the design is the forged
plateau, which efficiently dissipates heat",3522.282,5.072,3527.3540000000003,"a key element of the design is the forged
plateau, which efficiently dissipates heat","['a', 'key', 'element', 'of', 'the', 'design', 'is', 'the', 'forged', 'which', 'efficiently', 'dissipates', 'heat']",13,POSITIVE,1,[],3480.0
"and creates extra space for components,
making room for a larger battery.",3527.387,4.605,3531.992,"and creates extra space for components,
making room for a larger battery.","['and', 'creates', 'extra', 'space', 'for', 'making', 'room', 'for', 'a', 'larger']",10,NEGATIVE,-1,[],3480.0
"And by integrating the antennas
around the perimeter of the plateau,",3533.56,3.403,3536.9629999999997,"and by integrating the antennas
around the perimeter of the plateau,","['and', 'by', 'integrating', 'the', 'antennas', 'around', 'the', 'perimeter', 'of', 'the']",10,POSITIVE,1,[],3480.0
"it helped create the highest-performing
antenna system ever in an iPhone.",3536.997,3.97,3540.9669999999996,"it helped create the highest-performing
antenna system ever in an iphone.","['it', 'helped', 'create', 'the', 'antenna', 'system', 'ever', 'in', 'an']",9,POSITIVE,1,[],3480.0
"So, every aspect of this design is
engineered to maximize performance",3541.201,4.171,3545.372,"so, every aspect of this design is
engineered to maximize performance","['every', 'aspect', 'of', 'this', 'design', 'is', 'engineered', 'to', 'maximize', 'performance']",10,POSITIVE,1,[],3480.0
"and unlock the full potential
of the extraordinary A19 Pro.",3545.405,4.438,3549.8430000000003,"and unlock the full potential
of the extraordinary a19 pro.","['and', 'unlock', 'the', 'full', 'potential', 'of', 'the', 'extraordinary']",8,POSITIVE,1,[],3480.0
"It features a powerful 6-core CPU,
and a high-performance 6-core GPU,",3550.811,5.505,3556.3160000000003,"it features a powerful 6-core cpu,
and a high-performance 6-core gpu,","['it', 'features', 'a', 'powerful', 'and', 'a']",6,POSITIVE,1,"[('6', 'CARDINAL'), ('6', 'CARDINAL')]",3480.0
"with a Neural Accelerator
built into each GPU core.",3556.85,3.57,3560.42,"with a neural accelerator
built into each gpu core.","['with', 'a', 'neural', 'accelerator', 'built', 'into', 'each', 'gpu']",8,NEGATIVE,-1,"[('gpu', 'PERSON')]",3480.0
"It also features a larger cache than
A18 Pro and even more memory.",3560.887,4.138,3565.025,"it also features a larger cache than
a18 pro and even more memory.","['it', 'also', 'features', 'a', 'larger', 'cache', 'than', 'pro', 'and', 'even', 'more']",11,POSITIVE,1,[],3480.0
"When A19 Pro is paired
with our best-ever thermal design,",3565.325,3.704,3569.029,"when a19 pro is paired
with our best-ever thermal design,","['when', 'pro', 'is', 'paired', 'with', 'our', 'thermal']",7,POSITIVE,1,[],3480.0
iPhone 17 Pro is able to deliver up to,3569.029,2.502,3571.531,iphone 17 pro is able to deliver up to,"['iphone', 'pro', 'is', 'able', 'to', 'deliver', 'up', 'to']",8,POSITIVE,1,"[('17', 'CARDINAL')]",3480.0
"a whopping 40% better sustained
performance than iPhone 16 Pro,",3571.565,5.205,3576.77,"a whopping 40% better sustained
performance than iphone 16 pro,","['a', 'whopping', 'better', 'sustained', 'performance', 'than', 'iphone']",7,POSITIVE,1,"[('40%', 'PERCENT'), ('16', 'CARDINAL')]",3480.0
"making it ideal for intensive tasks
like gaming, photo and video editing,",3576.903,4.905,3581.808,"making it ideal for intensive tasks
like gaming, photo and video editing,","['making', 'it', 'ideal', 'for', 'intensive', 'tasks', 'like', 'photo', 'and', 'video']",10,POSITIVE,1,[],3480.0
"using the latest
Apple Intelligence features,",3581.808,2.336,3584.144,"using the latest
apple intelligence features,","['using', 'the', 'latest', 'apple', 'intelligence']",5,POSITIVE,1,[],3480.0
and running local large language models.,3584.144,2.469,3586.613,and running local large language models.,"['and', 'running', 'local', 'large', 'language']",5,POSITIVE,1,[],3480.0
"So you can play visually demanding
games like Arknights: Endfield",3587.114,3.269,3590.383,"so you can play visually demanding
games like arknights: endfield","['so', 'you', 'can', 'play', 'visually', 'demanding', 'games', 'like', 'endfield']",9,NEGATIVE,-1,"[('endfield', 'PERSON')]",3480.0
"with hardware-accelerated ray tracing
at higher frame rates, hour after hour.",3590.417,5.405,3595.822,"with hardware-accelerated ray tracing
at higher frame rates, hour after hour.","['with', 'ray', 'tracing', 'at', 'higher', 'frame', 'hour', 'after']",8,NEGATIVE,-1,"[('hour after hour', 'TIME')]",3480.0
"This new design not only delivers
exceptional performance but also builds",3597.124,3.703,3600.8269999999998,"this new design not only delivers
exceptional performance but also builds","['this', 'new', 'design', 'not', 'only', 'delivers', 'exceptional', 'performance', 'but', 'also', 'builds']",11,POSITIVE,1,[],3480.0
upon iPhone’s industry-leading durability.,3600.861,2.869,3603.73,upon iphone’s industry-leading durability.,['upon'],1,POSITIVE,1,[],3600.0
"The glass on the back is even better
protected by the aluminum unibody design.",3604.731,4.338,3609.0690000000004,"the glass on the back is even better
protected by the aluminum unibody design.","['the', 'glass', 'on', 'the', 'back', 'is', 'even', 'better', 'protected', 'by', 'the', 'aluminum', 'unibody']",13,NEGATIVE,-1,[],3600.0
"In fact, it is no longer glass at all.",3609.069,2.436,3611.505,"in fact, it is no longer glass at all.","['in', 'it', 'is', 'no', 'longer', 'glass', 'at']",7,NEGATIVE,-1,[],3600.0
"Like iPhone Air, we’re now using
Ceramic Shield for the back.",3611.605,3.837,3615.442,"like iphone air, we’re now using
ceramic shield for the back.","['like', 'iphone', 'now', 'using', 'ceramic', 'shield', 'for', 'the']",8,NEGATIVE,-1,[],3600.0
This provides exceptional strength.,3616.109,2.336,3618.4449999999997,this provides exceptional strength.,"['this', 'provides', 'exceptional']",3,POSITIVE,1,[],3600.0
"The Ceramic Shield back is four times
more resistant to cracks",3618.645,3.537,3622.182,"the ceramic shield back is four times
more resistant to cracks","['the', 'ceramic', 'shield', 'back', 'is', 'four', 'times', 'more', 'resistant', 'to', 'cracks']",11,NEGATIVE,-1,"[('four', 'CARDINAL')]",3600.0
"than our previous back glass,",3622.182,1.568,3623.75,"than our previous back glass,","['than', 'our', 'previous', 'back']",4,POSITIVE,1,[],3600.0
"and in a thinner profile,
creating more room for the battery.",3623.783,3.571,3627.354,"and in a thinner profile,
creating more room for the battery.","['and', 'in', 'a', 'thinner', 'creating', 'more', 'room', 'for', 'the']",9,NEGATIVE,-1,[],3600.0
"On the front, the gorgeous display is",3627.387,1.935,3629.322,"on the front, the gorgeous display is","['on', 'the', 'the', 'gorgeous', 'display', 'is']",6,POSITIVE,1,[],3600.0
"protected by the incredible
new Ceramic Shield 2,",3629.356,2.903,3632.259,"protected by the incredible
new ceramic shield 2,","['protected', 'by', 'the', 'incredible', 'new', 'ceramic', 'shield']",7,POSITIVE,1,"[('2', 'CARDINAL')]",3600.0
"providing industry-leading protection
with three times better",3632.459,2.736,3635.1949999999997,"providing industry-leading protection
with three times better","['providing', 'protection', 'with', 'three', 'times', 'better']",6,POSITIVE,1,"[('three', 'CARDINAL')]",3600.0
"scratch resistance than
the previous generation.",3635.228,2.436,3637.664,"scratch resistance than
the previous generation.","['scratch', 'resistance', 'than', 'the', 'previous']",5,POSITIVE,1,[],3600.0
"And the new seven-layer anti-reflective
coating reduces glare and distractions,",3637.731,5.005,3642.7360000000003,"and the new seven-layer anti-reflective
coating reduces glare and distractions,","['and', 'the', 'new', 'coating', 'reduces', 'glare', 'and']",7,NEGATIVE,-1,"[('seven', 'CARDINAL')]",3600.0
"making the display more readable
in bright lighting conditions,",3642.769,2.87,3645.6389999999997,"making the display more readable
in bright lighting conditions,","['making', 'the', 'display', 'more', 'readable', 'in', 'bright', 'lighting']",8,POSITIVE,1,[],3600.0
both indoors and outdoors.,3645.672,2.135,3647.8070000000002,both indoors and outdoors.,"['both', 'indoors', 'and']",3,POSITIVE,1,[],3600.0
"All of these design decisions
made it possible",3647.807,2.069,3649.8759999999997,"all of these design decisions
made it possible","['all', 'of', 'these', 'design', 'decisions', 'made', 'it', 'possible']",8,POSITIVE,1,[],3600.0
"to grow the battery significantly,",3649.91,1.835,3651.745,"to grow the battery significantly,","['to', 'grow', 'the', 'battery']",4,POSITIVE,1,[],3600.0
"resulting in the iPhone 17 Pro Max
achieving the best battery life",3651.912,3.97,3655.8819999999996,"resulting in the iphone 17 pro max
achieving the best battery life","['resulting', 'in', 'the', 'iphone', 'pro', 'max', 'achieving', 'the', 'best', 'battery', 'life']",11,POSITIVE,1,"[('17', 'CARDINAL'), ('max', 'PERSON')]",3600.0
ever in an iPhone.,3655.949,1.468,3657.417,ever in an iphone.,"['ever', 'in', 'an']",3,POSITIVE,1,[],3600.0
"For our eSIM-only models, we took
advantage of the space formerly occupied",3658.084,3.804,3661.888,"for our esim-only models, we took
advantage of the space formerly occupied","['for', 'our', 'we', 'took', 'advantage', 'of', 'the', 'space', 'formerly', 'occupied']",10,POSITIVE,1,[],3600.0
"by the physical SIM
to grow the battery even more",3661.922,3.336,3665.258,"by the physical sim
to grow the battery even more","['by', 'the', 'physical', 'sim', 'to', 'grow', 'the', 'battery', 'even', 'more']",10,POSITIVE,1,[],3600.0
"to provide an additional
two hours of video playback per charge,",3665.392,3.737,3669.129,"to provide an additional
two hours of video playback per charge,","['to', 'provide', 'an', 'additional', 'two', 'hours', 'of', 'video', 'playback', 'per']",10,NEGATIVE,-1,"[('two hours', 'TIME')]",3600.0
"enabling up to an astonishing
39 hours of video playback.",3669.162,3.804,3672.966,"enabling up to an astonishing
39 hours of video playback.","['enabling', 'up', 'to', 'an', 'astonishing', 'hours', 'of', 'video']",8,POSITIVE,1,"[('39 hours', 'TIME')]",3600.0
"Next, let’s talk about
the Pro camera system,",3673.7,2.569,3676.269,"next, let’s talk about
the pro camera system,","['talk', 'about', 'the', 'pro', 'camera']",5,NEGATIVE,-1,[],3600.0
"which combines incredible hardware
with advanced computational photography",3676.336,4.404,3680.74,"which combines incredible hardware
with advanced computational photography","['which', 'combines', 'incredible', 'hardware', 'with', 'advanced', 'computational', 'photography']",8,POSITIVE,1,[],3600.0
to capture beautiful photos and videos.,3680.84,2.47,3683.31,to capture beautiful photos and videos.,"['to', 'capture', 'beautiful', 'photos', 'and']",5,POSITIVE,1,[],3600.0
"The iPhone 17 Pro camera system
gets even more powerful and versatile.",3683.743,4.071,3687.814,"the iphone 17 pro camera system
gets even more powerful and versatile.","['the', 'iphone', 'pro', 'camera', 'system', 'gets', 'even', 'more', 'powerful', 'and']",10,POSITIVE,1,"[('17', 'CARDINAL')]",3600.0
"To tell you about it, here’s Patrick.",3687.914,1.702,3689.6160000000004,"to tell you about it, here’s patrick.","['to', 'tell', 'you', 'about']",4,POSITIVE,1,[],3600.0
♪ “All Night” by The Dare  ♪,3689.616,3.503,3693.119,♪ “all night” by the dare  ♪,"['by', 'the', 'dare']",3,POSITIVE,1,[],3600.0
"iPhone 17 Pro
and iPhone 17 Pro Max",3703.563,3.804,3707.367,"iphone 17 pro
and iphone 17 pro max","['iphone', 'pro', 'and', 'iphone', 'pro', 'max']",6,POSITIVE,1,"[('17', 'CARDINAL'), ('17', 'CARDINAL')]",3600.0
"feature the best camera system
we’ve ever made,",3707.4,2.937,3710.337,"feature the best camera system
we’ve ever made,","['feature', 'the', 'best', 'camera', 'system', 'ever']",6,POSITIVE,1,[],3600.0
"with high-resolution sensors
on each camera!",3710.47,3.504,3713.9739999999997,"with high-resolution sensors
on each camera!","['with', 'sensors', 'on', 'each']",4,POSITIVE,1,[],3600.0
"On the front, we have
the 18MP Center Stage camera,",3714.107,4.037,3718.144,"on the front, we have
the 18mp center stage camera,","['on', 'the', 'we', 'have', 'the', 'center', 'stage']",7,NEGATIVE,-1,"[('18mp', 'ORDINAL')]",3600.0
our innovative new front camera system.,3718.178,2.669,3720.8469999999998,our innovative new front camera system.,"['our', 'innovative', 'new', 'front', 'camera']",5,POSITIVE,1,[],3600.0
"The wider field of view and higher
resolution are particularly useful",3720.88,4.071,3724.951,"the wider field of view and higher
resolution are particularly useful","['the', 'wider', 'field', 'of', 'view', 'and', 'higher', 'resolution', 'are', 'particularly', 'useful']",11,POSITIVE,1,[],3720.0
"when recording yourself speaking
directly to camera,",3724.951,2.77,3727.721,"when recording yourself speaking
directly to camera,","['when', 'recording', 'yourself', 'speaking', 'directly', 'to']",6,NEGATIVE,-1,[],3720.0
"making our Pro models
the absolute best choice",3727.754,3.337,3731.091,"making our pro models
the absolute best choice","['making', 'our', 'pro', 'models', 'the', 'absolute', 'best', 'choice']",8,POSITIVE,1,[],3720.0
for content creators.,3731.124,1.502,3732.6259999999997,for content creators.,"['for', 'content']",2,POSITIVE,1,[],3720.0
"On the rear, all three cameras
are 48MP for the very first time.",3733.026,5.305,3738.3309999999997,"on the rear, all three cameras
are 48mp for the very first time.","['on', 'the', 'all', 'three', 'cameras', 'are', 'for', 'the', 'very', 'first']",10,POSITIVE,1,"[('three', 'CARDINAL'), ('first', 'ORDINAL')]",3720.0
"And not only are the sensors 48MP,
but all three are Fusion cameras.",3738.798,5.272,3744.0699999999997,"and not only are the sensors 48mp,
but all three are fusion cameras.","['and', 'not', 'only', 'are', 'the', 'sensors', 'but', 'all', 'three', 'are', 'fusion']",11,POSITIVE,1,"[('three', 'CARDINAL')]",3720.0
"We have updated the imaging
pipelines for better resolving power.",3744.638,3.57,3748.208,"we have updated the imaging
pipelines for better resolving power.","['we', 'have', 'updated', 'the', 'imaging', 'pipelines', 'for', 'better', 'resolving']",9,NEGATIVE,-1,[],3720.0
"That means you’ll get more detailed images
at every zoom range and light level.",3748.275,4.971,3753.246,"that means you’ll get more detailed images
at every zoom range and light level.","['that', 'means', 'get', 'more', 'detailed', 'images', 'at', 'every', 'zoom', 'range', 'and', 'light']",12,POSITIVE,1,[],3720.0
"The extended plateau on iPhone 17 Pro
is also designed to house",3753.747,4.371,3758.118,"the extended plateau on iphone 17 pro
is also designed to house","['the', 'extended', 'plateau', 'on', 'iphone', 'pro', 'is', 'also', 'designed', 'to', 'house']",11,POSITIVE,1,"[('17', 'CARDINAL')]",3720.0
an all-new 48MP Fusion Telephoto camera.,3758.118,3.937,3762.055,an all-new 48mp fusion telephoto camera.,"['an', 'fusion', 'telephoto']",3,POSITIVE,1,[],3720.0
"It offers a 4x zoom at 100 mm,
and a far-reaching 8x zoom at 200 mm,",3762.188,6.941,3769.129,"it offers a 4x zoom at 100 mm,
and a far-reaching 8x zoom at 200 mm,","['it', 'offers', 'a', 'zoom', 'at', 'and', 'a', 'zoom', 'at']",9,POSITIVE,1,"[('4x', 'CARDINAL'), ('100 mm', 'QUANTITY'), ('8x', 'CARDINAL'), ('200 mm', 'QUANTITY')]",3720.0
our longest optical-quality zoom ever!,3769.229,3.303,3772.5319999999997,our longest optical-quality zoom ever!,"['our', 'longest', 'zoom']",3,NEGATIVE,-1,[],3720.0
"iPhone 17 Pro has our next generation
tetraprism telephoto,",3772.966,4.938,3777.904,"iphone 17 pro has our next generation
tetraprism telephoto,","['iphone', 'pro', 'has', 'our', 'next', 'generation', 'tetraprism']",7,POSITIVE,1,"[('17', 'CARDINAL')]",3720.0
"with an improved 3D sensor shift
image stabilization system.",3777.937,5.139,3783.076,"with an improved 3d sensor shift
image stabilization system.","['with', 'an', 'improved', 'sensor', 'shift', 'image', 'stabilization']",7,POSITIVE,1,"[('3d', 'CARDINAL')]",3720.0
"This was necessary because it features
a sensor that is 56% larger",3783.31,4.971,3788.281,"this was necessary because it features
a sensor that is 56% larger","['this', 'was', 'necessary', 'because', 'it', 'features', 'a', 'sensor', 'that', 'is', 'larger']",11,POSITIVE,1,"[('56%', 'PERCENT')]",3720.0
"than the previous generation,",3788.315,2.002,3790.317,"than the previous generation,","['than', 'the', 'previous']",3,POSITIVE,1,[],3720.0
"which improves sharpness in bright light,",3790.417,2.602,3793.019,"which improves sharpness in bright light,","['which', 'improves', 'sharpness', 'in', 'bright']",5,POSITIVE,1,[],3720.0
"and provides better detail
across all light levels.",3793.053,3.503,3796.556,"and provides better detail
across all light levels.","['and', 'provides', 'better', 'detail', 'across', 'all', 'light']",7,POSITIVE,1,[],3720.0
"The new telephoto camera provides a longer
reach and gives more creative choice.",3796.99,5.172,3802.162,"the new telephoto camera provides a longer
reach and gives more creative choice.","['the', 'new', 'telephoto', 'camera', 'provides', 'a', 'longer', 'reach', 'and', 'gives', 'more', 'creative']",12,POSITIVE,1,[],3720.0
"The 4x at 100 mm is a classic lens
for portraiture,",3802.329,4.404,3806.733,"the 4x at 100 mm is a classic lens
for portraiture,","['the', 'at', 'mm', 'is', 'a', 'classic', 'lens', 'for']",8,POSITIVE,1,"[('4x', 'CARDINAL'), ('100', 'CARDINAL')]",3720.0
"providing a flattering perspective,
and new options for framing.",3806.966,4.071,3811.037,"providing a flattering perspective,
and new options for framing.","['providing', 'a', 'flattering', 'and', 'new', 'options', 'for']",7,POSITIVE,1,[],3720.0
"It’s perfect for nature photography,
freezing motion,",3811.171,4.871,3816.042,"it’s perfect for nature photography,
freezing motion,","['perfect', 'for', 'nature', 'freezing']",4,POSITIVE,1,[],3720.0
and capturing stunning detail.,3816.576,2.336,3818.912,and capturing stunning detail.,"['and', 'capturing', 'stunning']",3,POSITIVE,1,[],3720.0
"With the additional 8x 200 mm lens,
we can get closer still,",3819.813,4.871,3824.684,"with the additional 8x 200 mm lens,
we can get closer still,","['with', 'the', 'additional', 'mm', 'we', 'can', 'get', 'closer']",8,POSITIVE,1,"[('mm', 'PERSON')]",3720.0
with a beatiful depth of field.,3824.751,1.568,3826.3190000000004,with a beatiful depth of field.,"['with', 'a', 'beatiful', 'depth', 'of']",5,POSITIVE,1,[],3720.0
"And, like the 2x Telephoto, the 8x
also utilizes the updated Photonic Engine,",3826.353,6.373,3832.726,"and, like the 2x telephoto, the 8x
also utilizes the updated photonic engine,","['like', 'the', 'the', 'also', 'utilizes', 'the', 'updated', 'photonic']",8,POSITIVE,1,"[('2x', 'CARDINAL'), ('8x', 'CARDINAL')]",3720.0
"which integrates machine learning into
even more parts of the image pipeline.",3832.826,4.871,3837.697,"which integrates machine learning into
even more parts of the image pipeline.","['which', 'integrates', 'machine', 'learning', 'into', 'even', 'more', 'parts', 'of', 'the', 'image']",11,POSITIVE,1,[],3720.0
"We apply deep learning models
for demosaicing,",3837.831,2.636,3840.467,"we apply deep learning models
for demosaicing,","['we', 'apply', 'deep', 'learning', 'models', 'for']",6,POSITIVE,1,[],3720.0
"which constructs the image
from the raw output",3840.5,2.803,3843.303,"which constructs the image
from the raw output","['which', 'constructs', 'the', 'image', 'from', 'the', 'raw', 'output']",8,NEGATIVE,-1,[],3840.0
"using the quad-pixels
in the imaging sensors.",3843.336,3.003,3846.339,"using the quad-pixels
in the imaging sensors.","['using', 'the', 'in', 'the', 'imaging']",5,NEGATIVE,-1,[],3840.0
"This preserves natural detail,
reduces noise,",3846.506,3.17,3849.676,"this preserves natural detail,
reduces noise,","['this', 'preserves', 'natural', 'reduces']",4,POSITIVE,1,[],3840.0
"and results in significantly improved
color accuracy, especially in low light.",3849.709,5.305,3855.0139999999997,"and results in significantly improved
color accuracy, especially in low light.","['and', 'results', 'in', 'significantly', 'improved', 'color', 'especially', 'in', 'low']",9,POSITIVE,1,[],3840.0
"And now, the digital zoom
is up to 40x for photos!",3855.615,3.971,3859.586,"and now, the digital zoom
is up to 40x for photos!","['and', 'the', 'digital', 'zoom', 'is', 'up', 'to', 'for']",8,NEGATIVE,-1,[],3840.0
"With the new 48MP
Fusion Telephoto camera system,",3859.919,4.071,3863.99,"with the new 48mp
fusion telephoto camera system,","['with', 'the', 'new', 'fusion', 'telephoto', 'camera']",6,POSITIVE,1,[],3840.0
"iPhone 17 Pro has the equivalent
of eight Pro lenses in your pocket!",3864.557,6.207,3870.7639999999997,"iphone 17 pro has the equivalent
of eight pro lenses in your pocket!","['iphone', 'pro', 'has', 'the', 'equivalent', 'of', 'eight', 'pro', 'lenses', 'in', 'your']",11,NEGATIVE,-1,"[('17', 'CARDINAL'), ('eight', 'CARDINAL')]",3840.0
"We put iPhone 17 Pro in the hands
of some world-class photographers.",3871.965,5.439,3877.404,"we put iphone 17 pro in the hands
of some world-class photographers.","['we', 'put', 'iphone', 'pro', 'in', 'the', 'hands', 'of', 'some']",9,POSITIVE,1,"[('17', 'CARDINAL')]",3840.0
"Let’s take a look at some of the
fantastic images they captured.",3877.637,3.67,3881.3070000000002,"let’s take a look at some of the
fantastic images they captured.","['take', 'a', 'look', 'at', 'some', 'of', 'the', 'fantastic', 'images', 'they']",10,POSITIVE,1,[],3840.0
"♪ “[Eyes On You]” 
by Bas & Galimatias ♪",3882.642,3.67,3886.312,"♪ “[eyes on you]” 
by bas & galimatias ♪","['on', 'by', 'bas', 'galimatias']",4,POSITIVE,1,[],3840.0
Those photos are absolutely beautiful!,3908.401,2.536,3910.937,those photos are absolutely beautiful!,"['those', 'photos', 'are', 'absolutely']",4,POSITIVE,1,[],3840.0
"Now, let’s talk about video.",3911.404,1.869,3913.273,"now, let’s talk about video.","['talk', 'about']",2,NEGATIVE,-1,[],3840.0
